transaction_id,order_date,product_name,category,quantity,unit_price,revenue,city,payment_method,delivery_status
TXN007243,2023-01-02,Rug,Home,2,77937.98,155875.96,Enugu,Card,Cancelled
TXN014798,2023-01-02,Cooking Pot,Home,3,219089.39,657268.17,Port Harcourt,Card,Cancelled
TXN013253,2023-01-02,Cooking Pot,Home,3,187461.87,562385.61,Lagos,Card,Pending
TXN002606,2023-01-02,Nail Polish,Beauty,2,436590.98,873181.96,Abuja,USSD,Pending
TXN014190,2023-01-02,Cooking Pot,Home,5,365694.61,1828473.05,Port Harcourt,Transfer,Delivered
TXN006208,2023-01-02,Hair Extension,Beauty,5,329891.5,1649457.5,Enugu,Transfer,Pending
TXN018772,2023-01-02,JBL Speaker,Electronics,3,436495.58,1309486.74,Ibadan,USSD,Cancelled
TXN005158,2023-01-02,Cooking Pot,Home,2,409223.08,818446.16,Port Harcourt,Card,Delivered
TXN001107,2023-01-02,Cooking Pot,Home,2,234434.92,468869.84,Lagos,USSD,Delivered
TXN019536,2023-01-02,Table Lamp,Home,4,287005.98,1148023.92,Lagos,USSD,Cancelled
TXN019537,2023-01-02,Senator Outfit,Fashion,1,42424.91,42424.91,Ibadan,Transfer,Pending
TXN010344,2023-01-02,Cooking Pot,Home,5,35557.87,177789.35,Kano,Transfer,Delivered
TXN015115,2023-01-02,Blender,Home,4,209605.13,838420.52,Ibadan,Card,Cancelled
TXN003690,2023-01-02,Skincare Set,Beauty,1,410844.53,410844.53,Abuja,Cash,Delivered
TXN018850,2023-01-02,Gucci Bag,Fashion,4,345301.95,1381207.8,Kano,Transfer,Pending
TXN017182,2023-01-02,JBL Speaker,Electronics,4,238402.85,953611.4,Abuja,Card,Pending
TXN005534,2023-01-02,Nike Sneakers,Fashion,1,455923.84,455923.84,Abuja,Transfer,Delivered
TXN013326,2023-01-03,Nail Polish,Beauty,1,199433.82,199433.82,Ibadan,Transfer,Pending
TXN002773,2023-01-03,Makeup Kit,Beauty,2,132040.45,264080.9,Lagos,USSD,Delivered
TXN019595,2023-01-03,Rug,Home,1,81545.46,81545.46,Enugu,Cash,Cancelled
TXN003284,2023-01-03,Makeup Kit,Beauty,2,355227.12,710454.24,Ibadan,Card,Cancelled
TXN013994,2023-01-03,Makeup Kit,Beauty,5,206516.76,1032583.8,Kano,Card,Pending
TXN004424,2023-01-03,Perfume,Beauty,2,345029.86,690059.72,Ibadan,Card,Delivered
TXN014179,2023-01-03,Table Lamp,Home,1,476258.03,476258.03,Ibadan,Card,Pending
TXN014127,2023-01-03,Samsung Galaxy,Electronics,3,263263.65,789790.95,Lagos,Transfer,Cancelled
TXN011159,2023-01-03,Nail Polish,Beauty,3,52676.07,158028.21,Ibadan,Card,Delivered
TXN007459,2023-01-03,Makeup Kit,Beauty,5,171161.65,855808.25,Enugu,Cash,Pending
TXN003430,2023-01-03,HP Laptop,Electronics,4,257952.62,1031810.48,Ibadan,Transfer,Delivered
TXN000721,2023-01-03,Cooking Pot,Home,1,467858.64,467858.64,Ibadan,Cash,Pending
TXN015278,2023-01-03,iPhone,Electronics,4,62662.41,250649.64,Abuja,Cash,Delivered
TXN011970,2023-01-03,Blender,Home,3,60607.43,181822.29,Enugu,USSD,Pending
TXN009006,2023-01-03,Rug,Home,1,142011.42,142011.42,Port Harcourt,Transfer,Cancelled
TXN000574,2023-01-03,Skincare Set,Beauty,5,112488.15,562440.75,Enugu,Card,Pending
TXN015332,2023-01-03,Blender,Home,2,250860.66,501721.32,Abuja,USSD,Cancelled
TXN002925,2023-01-03,Rug,Home,4,270217.83,1080871.32,Ibadan,USSD,Pending
TXN019872,2023-01-03,Rug,Home,1,107867.75,107867.75,Kano,USSD,Delivered
TXN000557,2023-01-03,Gucci Bag,Fashion,3,189047.57,567142.71,Ibadan,Transfer,Delivered
TXN008701,2023-01-03,Gucci Bag,Fashion,1,484426.22,484426.22,Lagos,Cash,Pending
TXN013170,2023-01-03,iPhone,Electronics,3,344436.45,1033309.35,Kano,USSD,Cancelled
TXN008479,2023-01-03,Senator Outfit,Fashion,2,490228.81,980457.62,Ibadan,Card,Pending
TXN012584,2023-01-03,JBL Speaker,Electronics,4,11630.2,46520.8,Abuja,USSD,Cancelled
TXN008046,2023-01-03,Rice Cooker,Home,2,152869.29,305738.58,Ibadan,USSD,Delivered
TXN007999,2023-01-03,iPhone,Electronics,3,346708.13,1040124.39,Kano,Cash,Pending
TXN012655,2023-01-03,Makeup Kit,Beauty,4,142988.37,571953.48,Ibadan,USSD,Pending
TXN004626,2023-01-03,Senator Outfit,Fashion,1,402783.72,402783.72,Kano,Transfer,Cancelled
TXN012744,2023-01-03,Rug,Home,2,133795.48,267590.96,Ibadan,Transfer,Delivered
TXN012861,2023-01-03,Cooking Pot,Home,5,81804.34,409021.7,Lagos,USSD,Pending
TXN010049,2023-01-03,Nike Sneakers,Fashion,3,382786.36,1148359.08,Enugu,Card,Delivered
TXN001936,2023-01-03,JBL Speaker,Electronics,4,426295.46,1705181.84,Port Harcourt,Card,Cancelled
TXN009922,2023-01-03,Nail Polish,Beauty,4,129914.03,519656.12,Ibadan,Cash,Cancelled
TXN005510,2023-01-03,JBL Speaker,Electronics,2,259370.61,518741.22,Enugu,Transfer,Cancelled
TXN014391,2023-01-04,iPhone,Electronics,4,146305.92,585223.68,Kano,USSD,Pending
TXN017677,2023-01-04,Cooking Pot,Home,2,186625.16,373250.32,Port Harcourt,USSD,Pending
TXN014310,2023-01-04,Cooking Pot,Home,2,72976.83,145953.66,Enugu,Transfer,Cancelled
TXN014307,2023-01-04,Ankara Dress,Fashion,3,174550.36,523651.08,Lagos,Card,Delivered
TXN013422,2023-01-04,Blender,Home,4,197150.06,788600.24,Lagos,Card,Cancelled
TXN016138,2023-01-04,Wristwatch,Fashion,4,250658.02,1002632.08,Kano,USSD,Delivered
TXN017085,2023-01-04,Senator Outfit,Fashion,5,26787.94,133939.7,Abuja,Cash,Delivered
TXN008847,2023-01-04,Blender,Home,4,287553.18,1150212.72,Enugu,Card,Pending
TXN012185,2023-01-04,Ankara Dress,Fashion,5,448966.75,2244833.75,Ibadan,Cash,Pending
TXN009848,2023-01-04,Hair Extension,Beauty,1,387450.72,387450.72,Ibadan,Card,Pending
TXN008253,2023-01-04,Skincare Set,Beauty,5,180337.65,901688.25,Ibadan,Card,Pending
TXN001538,2023-01-04,Samsung Galaxy,Electronics,4,55044.55,220178.2,Lagos,Transfer,Delivered
TXN007680,2023-01-04,Cooking Pot,Home,5,181006.24,905031.2,Abuja,Transfer,Cancelled
TXN012892,2023-01-04,HP Laptop,Electronics,1,379805.9,379805.9,Kano,Transfer,Delivered
TXN001730,2023-01-04,Gucci Bag,Fashion,1,56896.32,56896.32,Ibadan,Transfer,Pending
TXN000395,2023-01-04,Rice Cooker,Home,4,374068.55,1496274.2,Abuja,Transfer,Cancelled
TXN007121,2023-01-04,Rice Cooker,Home,4,373156.96,1492627.84,Ibadan,Cash,Cancelled
TXN013413,2023-01-04,Makeup Kit,Beauty,1,234033.7,234033.7,Ibadan,Cash,Pending
TXN002226,2023-01-04,LG TV,Electronics,2,223991.09,447982.18,Ibadan,Cash,Cancelled
TXN016197,2023-01-04,Samsung Galaxy,Electronics,4,132025.95,528103.8,Lagos,Card,Delivered
TXN006327,2023-01-04,Rice Cooker,Home,5,200552.53,1002762.65,Kano,USSD,Pending
TXN011146,2023-01-04,iPhone,Electronics,5,343915.58,1719577.9,Ibadan,Cash,Pending
TXN018163,2023-01-04,Gucci Bag,Fashion,1,88626.61,88626.61,Ibadan,Cash,Delivered
TXN009640,2023-01-04,Rug,Home,5,153630.69,768153.45,Abuja,Cash,Delivered
TXN017706,2023-01-04,Table Lamp,Home,1,489887.44,489887.44,Lagos,USSD,Delivered
TXN003300,2023-01-04,Ankara Dress,Fashion,4,300027.98,1200111.92,Enugu,USSD,Pending
TXN010642,2023-01-04,Ankara Dress,Fashion,3,133828.4,401485.2,Lagos,USSD,Delivered
TXN018040,2023-01-04,Wristwatch,Fashion,3,385085.57,1155256.71,Abuja,Cash,Delivered
TXN003480,2023-01-04,Makeup Kit,Beauty,3,12892.25,38676.75,Port Harcourt,Transfer,Delivered
TXN015233,2023-01-04,Hair Extension,Beauty,2,96952.58,193905.16,Enugu,Cash,Cancelled
TXN014258,2023-01-05,Nail Polish,Beauty,4,470271.46,1881085.84,Ibadan,Card,Delivered
TXN012202,2023-01-05,Nail Polish,Beauty,2,304356.66,608713.32,Port Harcourt,Transfer,Delivered
TXN003465,2023-01-05,Perfume,Beauty,4,106528.59,426114.36,Lagos,Transfer,Delivered
TXN019079,2023-01-05,JBL Speaker,Electronics,1,377194.77,377194.77,Abuja,Cash,Delivered
TXN002991,2023-01-05,Gucci Bag,Fashion,4,366300.03,1465200.12,Port Harcourt,Card,Pending
TXN004502,2023-01-05,Skincare Set,Beauty,2,282164.04,564328.08,Port Harcourt,Transfer,Delivered
TXN014887,2023-01-05,Nail Polish,Beauty,4,49431.24,197724.96,Enugu,Cash,Pending
TXN009759,2023-01-05,Skincare Set,Beauty,3,151560.27,454680.81,Enugu,USSD,Pending
TXN014048,2023-01-05,HP Laptop,Electronics,3,239903.47,719710.41,Enugu,Cash,Pending
TXN005895,2023-01-05,Ankara Dress,Fashion,5,286950.12,1434750.6,Ibadan,Transfer,Delivered
TXN009798,2023-01-05,Table Lamp,Home,4,247561.73,990246.92,Port Harcourt,Card,Cancelled
TXN008925,2023-01-05,Rice Cooker,Home,3,127275.79,381827.37,Abuja,USSD,Cancelled
TXN015498,2023-01-05,LG TV,Electronics,2,306350.41,612700.82,Abuja,USSD,Pending
TXN004172,2023-01-05,Perfume,Beauty,5,65139.77,325698.85,Abuja,Transfer,Pending
TXN019390,2023-01-05,Skincare Set,Beauty,5,96319.45,481597.25,Abuja,Cash,Cancelled
TXN017339,2023-01-05,Nail Polish,Beauty,2,99322.65,198645.3,Port Harcourt,USSD,Delivered
TXN002062,2023-01-05,Rug,Home,3,376183.43,1128550.29,Lagos,USSD,Pending
TXN004672,2023-01-05,Rice Cooker,Home,3,326777.26,980331.78,Abuja,Transfer,Pending
TXN009859,2023-01-05,Makeup Kit,Beauty,5,95991.33,479956.65,Port Harcourt,USSD,Cancelled
TXN003086,2023-01-05,Perfume,Beauty,2,77545.9,155091.8,Ibadan,Transfer,Delivered
TXN002797,2023-01-05,Samsung Galaxy,Electronics,3,241065.07,723195.21,Port Harcourt,Cash,Delivered
TXN017736,2023-01-05,JBL Speaker,Electronics,5,333653.66,1668268.3,Abuja,Cash,Cancelled
TXN016960,2023-01-05,Makeup Kit,Beauty,2,29776.56,59553.12,Kano,Card,Cancelled
TXN001285,2023-01-05,Hair Extension,Beauty,5,300523.99,1502619.95,Port Harcourt,Card,Delivered
TXN007442,2023-01-05,Ankara Dress,Fashion,1,481229.43,481229.43,Abuja,USSD,Cancelled
TXN004305,2023-01-05,Makeup Kit,Beauty,5,33099.46,165497.3,Port Harcourt,USSD,Cancelled
TXN012265,2023-01-06,Table Lamp,Home,4,143399.07,573596.28,Port Harcourt,USSD,Cancelled
TXN014911,2023-01-06,Rug,Home,3,490879.65,1472638.95,Ibadan,Cash,Pending
TXN001895,2023-01-06,Gucci Bag,Fashion,4,130835.29,523341.16,Kano,Cash,Delivered
TXN015622,2023-01-06,Skincare Set,Beauty,1,455635.71,455635.71,Ibadan,USSD,Delivered
TXN019611,2023-01-06,Cooking Pot,Home,5,298595.02,1492975.1,Kano,USSD,Cancelled
TXN015889,2023-01-06,Rug,Home,4,222133.8,888535.2,Enugu,Card,Cancelled
TXN018075,2023-01-06,Skincare Set,Beauty,3,438121.97,1314365.91,Lagos,Cash,Cancelled
TXN015367,2023-01-06,iPhone,Electronics,3,352863.01,1058589.03,Enugu,Cash,Cancelled
TXN008203,2023-01-06,Nike Sneakers,Fashion,5,80881.98,404409.9,Kano,Card,Delivered
TXN001203,2023-01-06,LG TV,Electronics,5,459575.32,2297876.6,Enugu,Cash,Pending
TXN015399,2023-01-06,Rice Cooker,Home,3,382317.61,1146952.83,Lagos,USSD,Delivered
TXN003667,2023-01-06,Cooking Pot,Home,1,212344.87,212344.87,Lagos,USSD,Delivered
TXN011755,2023-01-06,LG TV,Electronics,2,472323.39,944646.78,Abuja,Cash,Delivered
TXN018787,2023-01-06,Samsung Galaxy,Electronics,2,385783.7,771567.4,Ibadan,Transfer,Cancelled
TXN001590,2023-01-06,Nike Sneakers,Fashion,3,419616.04,1258848.12,Enugu,Card,Cancelled
TXN015984,2023-01-06,JBL Speaker,Electronics,5,427064.57,2135322.85,Port Harcourt,Cash,Pending
TXN015930,2023-01-06,Table Lamp,Home,4,18167.57,72670.28,Enugu,Card,Cancelled
TXN019886,2023-01-06,Skincare Set,Beauty,5,165080.25,825401.25,Ibadan,Card,Cancelled
TXN013512,2023-01-06,Perfume,Beauty,3,345357.52,1036072.56,Port Harcourt,Transfer,Pending
TXN013969,2023-01-06,Table Lamp,Home,4,408075.99,1632303.96,Enugu,Transfer,Delivered
TXN019388,2023-01-06,Perfume,Beauty,5,402053.21,2010266.05,Lagos,Cash,Cancelled
TXN015245,2023-01-06,Samsung Galaxy,Electronics,1,413829.47,413829.47,Enugu,Card,Cancelled
TXN007905,2023-01-06,Table Lamp,Home,3,270151.8,810455.4,Lagos,USSD,Pending
TXN007360,2023-01-06,HP Laptop,Electronics,2,220612.37,441224.74,Ibadan,Card,Pending
TXN015785,2023-01-06,HP Laptop,Electronics,1,13311.73,13311.73,Port Harcourt,Card,Pending
TXN001455,2023-01-06,Cooking Pot,Home,1,276223.3,276223.3,Abuja,Cash,Delivered
TXN015349,2023-01-06,Skincare Set,Beauty,1,28775.45,28775.45,Enugu,USSD,Pending
TXN007398,2023-01-06,Table Lamp,Home,1,152871.23,152871.23,Lagos,Cash,Cancelled
TXN004081,2023-01-06,Senator Outfit,Fashion,1,48695.61,48695.61,Abuja,Cash,Pending
TXN011344,2023-01-07,Rug,Home,3,469686.23,1409058.69,Kano,Cash,Pending
TXN008419,2023-01-07,Makeup Kit,Beauty,4,440227.66,1760910.64,Port Harcourt,USSD,Delivered
TXN004462,2023-01-07,Ankara Dress,Fashion,4,389532.14,1558128.56,Kano,USSD,Pending
TXN018948,2023-01-07,Perfume,Beauty,3,376786.12,1130358.36,Abuja,Card,Pending
TXN008401,2023-01-07,Table Lamp,Home,2,470376.55,940753.1,Ibadan,Card,Delivered
TXN004169,2023-01-07,Wristwatch,Fashion,4,96901.84,387607.36,Ibadan,Transfer,Delivered
TXN008095,2023-01-07,Nike Sneakers,Fashion,5,226784.33,1133921.65,Port Harcourt,Cash,Cancelled
TXN012341,2023-01-07,LG TV,Electronics,3,448936.25,1346808.75,Port Harcourt,Card,Cancelled
TXN005427,2023-01-07,Hair Extension,Beauty,4,462062.96,1848251.84,Lagos,Card,Pending
TXN017355,2023-01-07,Makeup Kit,Beauty,5,191829.0,959145.0,Ibadan,Card,Cancelled
TXN001038,2023-01-07,Perfume,Beauty,3,152306.93,456920.79,Ibadan,Card,Delivered
TXN000060,2023-01-07,JBL Speaker,Electronics,4,480698.02,1922792.08,Enugu,USSD,Delivered
TXN006869,2023-01-07,iPhone,Electronics,5,7428.59,37142.95,Port Harcourt,USSD,Pending
TXN011839,2023-01-07,Table Lamp,Home,5,371331.7,1856658.5,Ibadan,Card,Pending
TXN016457,2023-01-07,Blender,Home,5,135014.74,675073.7,Enugu,Transfer,Pending
TXN011250,2023-01-07,HP Laptop,Electronics,2,218784.02,437568.04,Enugu,Cash,Delivered
TXN016250,2023-01-07,LG TV,Electronics,4,464019.26,1856077.04,Lagos,Transfer,Delivered
TXN007086,2023-01-07,Nail Polish,Beauty,2,447425.58,894851.16,Ibadan,Cash,Cancelled
TXN004985,2023-01-07,LG TV,Electronics,4,121316.87,485267.48,Kano,Card,Cancelled
TXN001160,2023-01-07,Nail Polish,Beauty,4,198087.95,792351.8,Abuja,USSD,Cancelled
TXN004605,2023-01-07,Ankara Dress,Fashion,2,175024.85,350049.7,Ibadan,USSD,Cancelled
TXN019127,2023-01-07,Gucci Bag,Fashion,4,439600.04,1758400.16,Enugu,Cash,Cancelled
TXN012886,2023-01-07,Nike Sneakers,Fashion,3,160032.38,480097.14,Kano,Transfer,Cancelled
TXN006195,2023-01-07,Perfume,Beauty,4,72051.97,288207.88,Ibadan,Transfer,Pending
TXN006960,2023-01-07,Samsung Galaxy,Electronics,2,86305.47,172610.94,Abuja,Card,Pending
TXN005098,2023-01-07,Makeup Kit,Beauty,1,493067.21,493067.21,Lagos,Card,Pending
TXN019538,2023-01-08,JBL Speaker,Electronics,5,62100.58,310502.9,Kano,Transfer,Delivered
TXN018754,2023-01-08,Ankara Dress,Fashion,4,29030.87,116123.48,Abuja,Card,Delivered
TXN006863,2023-01-08,LG TV,Electronics,2,339726.39,679452.78,Enugu,Cash,Cancelled
TXN004133,2023-01-08,Makeup Kit,Beauty,2,52379.06,104758.12,Lagos,USSD,Cancelled
TXN006466,2023-01-08,Nail Polish,Beauty,3,61058.45,183175.35,Lagos,USSD,Cancelled
TXN009412,2023-01-08,HP Laptop,Electronics,5,109788.93,548944.65,Abuja,Cash,Pending
TXN013404,2023-01-08,Nail Polish,Beauty,3,331220.56,993661.68,Kano,Card,Delivered
TXN012949,2023-01-08,Rice Cooker,Home,2,190779.79,381559.58,Ibadan,Card,Delivered
TXN017528,2023-01-08,Blender,Home,4,283114.65,1132458.6,Lagos,USSD,Cancelled
TXN007994,2023-01-08,LG TV,Electronics,1,159919.29,159919.29,Lagos,Card,Delivered
TXN016593,2023-01-08,Wristwatch,Fashion,2,125561.15,251122.3,Abuja,Transfer,Pending
TXN016423,2023-01-08,JBL Speaker,Electronics,5,379698.78,1898493.9,Enugu,Transfer,Pending
TXN016512,2023-01-08,LG TV,Electronics,5,402306.06,2011530.3,Abuja,Card,Cancelled
TXN004645,2023-01-08,Makeup Kit,Beauty,3,53796.12,161388.36,Enugu,USSD,Pending
TXN010290,2023-01-08,Blender,Home,1,175292.73,175292.73,Ibadan,Card,Delivered
TXN012160,2023-01-08,HP Laptop,Electronics,2,490584.13,981168.26,Kano,Cash,Cancelled
TXN011082,2023-01-08,Skincare Set,Beauty,1,68661.85,68661.85,Lagos,Transfer,Delivered
TXN000355,2023-01-08,Hair Extension,Beauty,2,214108.43,428216.86,Kano,Cash,Cancelled
TXN015540,2023-01-08,Senator Outfit,Fashion,2,385750.61,771501.22,Kano,Transfer,Cancelled
TXN014367,2023-01-08,Blender,Home,1,79942.96,79942.96,Enugu,Transfer,Pending
TXN005401,2023-01-08,Blender,Home,2,247592.25,495184.5,Lagos,USSD,Delivered
TXN003615,2023-01-08,Makeup Kit,Beauty,3,143357.07,430071.21,Kano,Cash,Pending
TXN016980,2023-01-08,Blender,Home,3,364616.79,1093850.37,Kano,USSD,Delivered
TXN001923,2023-01-09,Wristwatch,Fashion,2,31248.56,62497.12,Port Harcourt,Cash,Delivered
TXN001738,2023-01-09,Nail Polish,Beauty,1,334405.08,334405.08,Port Harcourt,USSD,Delivered
TXN019779,2023-01-09,Cooking Pot,Home,3,217655.26,652965.78,Ibadan,Transfer,Delivered
TXN019258,2023-01-09,Perfume,Beauty,3,231152.54,693457.62,Kano,Cash,Pending
TXN016559,2023-01-09,Samsung Galaxy,Electronics,4,129091.27,516365.08,Enugu,Cash,Cancelled
TXN001945,2023-01-09,iPhone,Electronics,2,496751.28,993502.56,Lagos,USSD,Cancelled
TXN018713,2023-01-09,Wristwatch,Fashion,5,60875.55,304377.75,Kano,Card,Delivered
TXN013904,2023-01-09,iPhone,Electronics,4,62557.79,250231.16,Enugu,Cash,Cancelled
TXN002351,2023-01-09,Gucci Bag,Fashion,1,484222.1,484222.1,Enugu,Card,Delivered
TXN016096,2023-01-09,JBL Speaker,Electronics,2,280353.45,560706.9,Abuja,Transfer,Delivered
TXN007119,2023-01-09,Rug,Home,4,26658.77,106635.08,Enugu,Cash,Pending
TXN010425,2023-01-09,Senator Outfit,Fashion,1,497669.48,497669.48,Port Harcourt,USSD,Cancelled
TXN001366,2023-01-09,Gucci Bag,Fashion,3,417164.8,1251494.4,Ibadan,Card,Pending
TXN002636,2023-01-09,Nike Sneakers,Fashion,2,396688.26,793376.52,Lagos,Card,Cancelled
TXN016710,2023-01-09,Samsung Galaxy,Electronics,2,350299.32,700598.64,Port Harcourt,Card,Delivered
TXN008228,2023-01-09,iPhone,Electronics,4,217574.79,870299.16,Lagos,USSD,Cancelled
TXN014029,2023-01-09,Nike Sneakers,Fashion,3,472831.95,1418495.85,Abuja,Transfer,Pending
TXN005203,2023-01-09,Cooking Pot,Home,3,29567.7,88703.1,Abuja,Card,Pending
TXN008391,2023-01-09,JBL Speaker,Electronics,3,440324.82,1320974.46,Kano,Cash,Cancelled
TXN003217,2023-01-09,Wristwatch,Fashion,2,107211.37,214422.74,Lagos,Transfer,Cancelled
TXN011094,2023-01-09,Makeup Kit,Beauty,5,86646.55,433232.75,Ibadan,USSD,Cancelled
TXN007650,2023-01-09,Samsung Galaxy,Electronics,5,189855.09,949275.45,Enugu,Card,Cancelled
TXN008503,2023-01-09,JBL Speaker,Electronics,4,352465.14,1409860.56,Lagos,USSD,Pending
TXN015350,2023-01-09,Perfume,Beauty,5,370567.4,1852837.0,Enugu,Card,Cancelled
TXN002602,2023-01-09,Nail Polish,Beauty,3,47517.15,142551.45,Enugu,Cash,Cancelled
TXN017062,2023-01-09,Hair Extension,Beauty,4,327169.84,1308679.36,Lagos,USSD,Cancelled
TXN001966,2023-01-10,Senator Outfit,Fashion,1,100819.08,100819.08,Port Harcourt,Transfer,Cancelled
TXN014320,2023-01-10,JBL Speaker,Electronics,1,149681.49,149681.49,Enugu,USSD,Cancelled
TXN001864,2023-01-10,Nike Sneakers,Fashion,5,176609.7,883048.5,Port Harcourt,Cash,Cancelled
TXN000195,2023-01-10,Cooking Pot,Home,1,498077.46,498077.46,Ibadan,Cash,Delivered
TXN011175,2023-01-10,LG TV,Electronics,4,393898.91,1575595.64,Kano,Cash,Cancelled
TXN016377,2023-01-10,Gucci Bag,Fashion,1,161779.03,161779.03,Port Harcourt,Card,Delivered
TXN015024,2023-01-10,Senator Outfit,Fashion,4,474016.74,1896066.96,Lagos,Card,Delivered
TXN014516,2023-01-10,Table Lamp,Home,1,289374.12,289374.12,Port Harcourt,Cash,Cancelled
TXN007105,2023-01-10,Rug,Home,4,49981.09,199924.36,Port Harcourt,Transfer,Delivered
TXN019669,2023-01-10,Rice Cooker,Home,5,143932.61,719663.05,Port Harcourt,Transfer,Cancelled
TXN011539,2023-01-10,Nike Sneakers,Fashion,4,176521.33,706085.32,Enugu,Transfer,Pending
TXN000119,2023-01-10,Skincare Set,Beauty,3,141347.45,424042.35,Abuja,Cash,Cancelled
TXN013317,2023-01-10,iPhone,Electronics,3,187872.71,563618.13,Port Harcourt,Cash,Cancelled
TXN019163,2023-01-10,HP Laptop,Electronics,5,130880.85,654404.25,Lagos,Cash,Delivered
TXN007432,2023-01-10,iPhone,Electronics,3,379866.13,1139598.39,Ibadan,USSD,Cancelled
TXN007470,2023-01-10,Nail Polish,Beauty,5,128355.81,641779.05,Abuja,Card,Cancelled
TXN002119,2023-01-10,Makeup Kit,Beauty,4,454724.0,1818896.0,Ibadan,USSD,Cancelled
TXN011407,2023-01-10,Rug,Home,5,404210.47,2021052.35,Lagos,Card,Cancelled
TXN016347,2023-01-10,HP Laptop,Electronics,5,426199.51,2130997.55,Enugu,USSD,Pending
TXN015806,2023-01-11,Perfume,Beauty,5,254774.46,1273872.3,Enugu,Transfer,Delivered
TXN009467,2023-01-11,Cooking Pot,Home,1,264236.51,264236.51,Enugu,USSD,Delivered
TXN012119,2023-01-11,Nail Polish,Beauty,4,82305.87,329223.48,Abuja,Card,Delivered
TXN013363,2023-01-11,Makeup Kit,Beauty,4,137352.4,549409.6,Abuja,Cash,Delivered
TXN000558,2023-01-11,Skincare Set,Beauty,2,18358.22,36716.44,Abuja,USSD,Delivered
TXN011945,2023-01-11,Ankara Dress,Fashion,2,237260.47,474520.94,Lagos,Transfer,Pending
TXN008903,2023-01-11,Samsung Galaxy,Electronics,3,159825.86,479477.58,Ibadan,Card,Cancelled
TXN009465,2023-01-11,Cooking Pot,Home,1,148070.21,148070.21,Enugu,USSD,Delivered
