transaction_id,order_date,product_name,category,quantity,unit_price,revenue,city,payment_method,delivery_status,year,month,month_name,quarter
TXN012870,2023-01-03,Perfume,Beauty,1,14821.1,14821.1,Kano,Transfer,Pending,2023,1,January,1
TXN019270,2023-01-03,Blender,Home,2,162925.74,325851.48,Abuja,USSD,Delivered,2023,1,January,1
TXN011405,2023-01-03,Nail Polish,Beauty,5,265590.24,1327951.2,Ibadan,Card,Cancelled,2023,1,January,1
TXN016086,2023-01-03,Samsung Galaxy,Electronics,5,44268.93,221344.65,Abuja,Transfer,Pending,2023,1,January,1
TXN014020,2023-01-03,Hair Extension,Beauty,1,189938.42,189938.42,Lagos,Cash,Cancelled,2023,1,January,1
TXN017165,2023-01-03,HP Laptop,Electronics,2,43996.89,87993.78,Lagos,Cash,Delivered,2023,1,January,1
TXN014601,2023-01-03,Makeup Kit,Beauty,1,119734.97,119734.97,Lagos,USSD,Pending,2023,1,January,1
TXN011595,2023-01-03,Nail Polish,Beauty,4,178871.12,715484.48,Ibadan,Cash,Pending,2023,1,January,1
TXN004512,2023-01-03,Senator Outfit,Fashion,3,148398.93,445196.79,Ibadan,Cash,Delivered,2023,1,January,1
TXN016162,2023-01-04,Hair Extension,Beauty,5,39036.59,195182.95,Port Harcourt,Card,Pending,2023,1,January,1
TXN000571,2023-01-04,Perfume,Beauty,2,44138.99,88277.98,Lagos,Transfer,Cancelled,2023,1,January,1
TXN002569,2023-01-04,Ankara Dress,Fashion,4,78885.75,315543.0,Kano,USSD,Cancelled,2023,1,January,1
TXN011986,2023-01-04,Hair Extension,Beauty,1,365853.27,365853.27,Lagos,USSD,Cancelled,2023,1,January,1
TXN003054,2023-01-04,Nike Sneakers,Fashion,2,141747.66,283495.32,Abuja,Transfer,Cancelled,2023,1,January,1
TXN014519,2023-01-04,Senator Outfit,Fashion,1,56111.48,56111.48,Enugu,USSD,Pending,2023,1,January,1
TXN006794,2023-01-04,iPhone,Electronics,1,444864.49,444864.49,Lagos,Card,Pending,2023,1,January,1
TXN001339,2023-01-04,Gucci Bag,Fashion,5,320413.43,1602067.15,Port Harcourt,USSD,Cancelled,2023,1,January,1
TXN019798,2023-01-04,Ankara Dress,Fashion,1,327188.7,327188.7,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN009804,2023-01-04,Makeup Kit,Beauty,4,273357.68,1093430.72,Lagos,Cash,Delivered,2023,1,January,1
TXN000441,2023-01-04,HP Laptop,Electronics,3,249568.02,748704.06,Ibadan,USSD,Pending,2023,1,January,1
TXN003454,2023-01-04,HP Laptop,Electronics,4,66603.01,266412.04,Kano,USSD,Delivered,2023,1,January,1
TXN015458,2023-01-04,Blender,Home,5,301798.98,1508994.9,Port Harcourt,Cash,Pending,2023,1,January,1
TXN012115,2023-01-04,Blender,Home,1,481780.95,481780.95,Port Harcourt,Cash,Delivered,2023,1,January,1
TXN013060,2023-01-04,Nike Sneakers,Fashion,5,374922.98,1874614.9,Enugu,USSD,Cancelled,2023,1,January,1
TXN000578,2023-01-04,HP Laptop,Electronics,5,375885.57,1879427.85,Ibadan,USSD,Cancelled,2023,1,January,1
TXN009706,2023-01-04,Gucci Bag,Fashion,3,496749.45,1490248.35,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN015426,2023-01-04,Blender,Home,4,181292.37,725169.48,Lagos,Transfer,Pending,2023,1,January,1
TXN002482,2023-01-04,LG TV,Electronics,1,471507.94,471507.94,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN007237,2023-01-04,HP Laptop,Electronics,3,253023.74,759071.22,Enugu,Transfer,Cancelled,2023,1,January,1
TXN016770,2023-01-04,Makeup Kit,Beauty,5,206687.62,1033438.1,Enugu,Transfer,Pending,2023,1,January,1
TXN003072,2023-01-04,Rug,Home,2,313668.83,627337.66,Port Harcourt,Card,Delivered,2023,1,January,1
TXN011053,2023-01-04,Senator Outfit,Fashion,2,311266.34,622532.68,Enugu,Cash,Delivered,2023,1,January,1
TXN016988,2023-01-04,HP Laptop,Electronics,4,14369.47,57477.88,Kano,USSD,Cancelled,2023,1,January,1
TXN015144,2023-01-04,Gucci Bag,Fashion,1,477186.33,477186.33,Abuja,Cash,Cancelled,2023,1,January,1
TXN014802,2023-01-04,Rug,Home,1,347922.67,347922.67,Ibadan,Card,Delivered,2023,1,January,1
TXN004081,2023-01-04,Nike Sneakers,Fashion,1,48049.19,48049.19,Port Harcourt,Cash,Cancelled,2023,1,January,1
TXN010303,2023-01-04,JBL Speaker,Electronics,2,468268.27,936536.54,Ibadan,Cash,Delivered,2023,1,January,1
TXN005453,2023-01-04,Makeup Kit,Beauty,4,354671.67,1418686.68,Port Harcourt,Cash,Delivered,2023,1,January,1
TXN001437,2023-01-04,HP Laptop,Electronics,5,379502.88,1897514.4,Port Harcourt,Card,Pending,2023,1,January,1
TXN013436,2023-01-04,Hair Extension,Beauty,5,324541.09,1622705.45,Port Harcourt,Cash,Cancelled,2023,1,January,1
TXN004894,2023-01-04,Wristwatch,Fashion,4,185722.65,742890.6,Ibadan,Cash,Cancelled,2023,1,January,1
TXN005060,2023-01-04,Nike Sneakers,Fashion,2,448832.35,897664.7,Lagos,Cash,Cancelled,2023,1,January,1
TXN004298,2023-01-04,HP Laptop,Electronics,4,465289.15,1861156.6,Enugu,USSD,Pending,2023,1,January,1
TXN001923,2023-01-05,JBL Speaker,Electronics,3,394690.97,1184072.91,Kano,Card,Pending,2023,1,January,1
TXN001479,2023-01-05,JBL Speaker,Electronics,4,304589.14,1218356.56,Kano,Card,Cancelled,2023,1,January,1
TXN003887,2023-01-05,iPhone,Electronics,5,378856.92,1894284.6,Port Harcourt,Card,Pending,2023,1,January,1
TXN002177,2023-01-05,HP Laptop,Electronics,5,392667.82,1963339.1,Enugu,Cash,Cancelled,2023,1,January,1
TXN012503,2023-01-05,Wristwatch,Fashion,2,453690.35,907380.7,Ibadan,Transfer,Delivered,2023,1,January,1
TXN007380,2023-01-05,Table Lamp,Home,2,463978.88,927957.76,Kano,Transfer,Pending,2023,1,January,1
TXN011828,2023-01-05,Cooking Pot,Home,1,219651.77,219651.77,Ibadan,USSD,Delivered,2023,1,January,1
TXN012946,2023-01-05,Skincare Set,Beauty,1,318113.03,318113.03,Enugu,Transfer,Pending,2023,1,January,1
TXN016862,2023-01-05,Ankara Dress,Fashion,2,448097.14,896194.28,Port Harcourt,Cash,Pending,2023,1,January,1
TXN011786,2023-01-05,Cooking Pot,Home,2,77367.03,154734.06,Kano,Transfer,Cancelled,2023,1,January,1
TXN011333,2023-01-05,Wristwatch,Fashion,4,120830.71,483322.84,Enugu,USSD,Delivered,2023,1,January,1
TXN017846,2023-01-05,Rice Cooker,Home,2,291609.84,583219.68,Enugu,Card,Cancelled,2023,1,January,1
TXN012276,2023-01-05,iPhone,Electronics,4,428425.78,1713703.12,Lagos,Card,Delivered,2023,1,January,1
TXN002394,2023-01-05,JBL Speaker,Electronics,1,51593.01,51593.01,Ibadan,Card,Cancelled,2023,1,January,1
TXN004659,2023-01-05,Skincare Set,Beauty,2,416771.25,833542.5,Enugu,Cash,Cancelled,2023,1,January,1
TXN009227,2023-01-05,HP Laptop,Electronics,4,310401.13,1241604.52,Kano,USSD,Cancelled,2023,1,January,1
TXN000630,2023-01-05,Table Lamp,Home,3,308528.67,925586.01,Abuja,USSD,Cancelled,2023,1,January,1
TXN009053,2023-01-05,JBL Speaker,Electronics,3,131847.29,395541.87,Lagos,Transfer,Pending,2023,1,January,1
TXN010302,2023-01-05,Blender,Home,4,459391.31,1837565.24,Kano,Cash,Cancelled,2023,1,January,1
TXN010245,2023-01-05,Table Lamp,Home,1,95467.58,95467.58,Abuja,Card,Cancelled,2023,1,January,1
TXN014543,2023-01-05,HP Laptop,Electronics,1,312448.44,312448.44,Port Harcourt,Cash,Pending,2023,1,January,1
TXN007963,2023-01-05,Cooking Pot,Home,2,299771.33,599542.66,Abuja,Cash,Delivered,2023,1,January,1
TXN013794,2023-01-06,Rice Cooker,Home,5,29796.76,148983.8,Kano,Card,Pending,2023,1,January,1
TXN009928,2023-01-06,iPhone,Electronics,3,189256.71,567770.13,Abuja,Card,Cancelled,2023,1,January,1
TXN009478,2023-01-06,HP Laptop,Electronics,5,472107.33,2360536.65,Ibadan,Cash,Pending,2023,1,January,1
TXN019462,2023-01-06,Blender,Home,3,123455.87,370367.61,Enugu,Transfer,Cancelled,2023,1,January,1
TXN001790,2023-01-06,iPhone,Electronics,1,265919.4,265919.4,Enugu,Transfer,Cancelled,2023,1,January,1
TXN012137,2023-01-06,Samsung Galaxy,Electronics,1,379885.07,379885.07,Ibadan,Cash,Delivered,2023,1,January,1
TXN017235,2023-01-06,Nail Polish,Beauty,3,163526.41,490579.23,Port Harcourt,Cash,Pending,2023,1,January,1
TXN012314,2023-01-06,Ankara Dress,Fashion,2,338365.74,676731.48,Abuja,USSD,Pending,2023,1,January,1
TXN008196,2023-01-06,Ankara Dress,Fashion,2,223200.6,446401.2,Enugu,Transfer,Cancelled,2023,1,January,1
TXN013872,2023-01-06,Gucci Bag,Fashion,1,32430.13,32430.13,Enugu,Cash,Cancelled,2023,1,January,1
TXN015885,2023-01-06,Senator Outfit,Fashion,3,491121.68,1473365.04,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN000657,2023-01-06,Perfume,Beauty,1,213720.8,213720.8,Port Harcourt,USSD,Delivered,2023,1,January,1
TXN003339,2023-01-06,Rug,Home,4,10021.26,40085.04,Enugu,Transfer,Cancelled,2023,1,January,1
TXN002628,2023-01-06,Makeup Kit,Beauty,1,265541.66,265541.66,Lagos,Transfer,Delivered,2023,1,January,1
TXN006607,2023-01-06,Makeup Kit,Beauty,3,464496.99,1393490.97,Port Harcourt,Transfer,Pending,2023,1,January,1
TXN001997,2023-01-06,HP Laptop,Electronics,3,268920.11,806760.33,Port Harcourt,USSD,Cancelled,2023,1,January,1
TXN009500,2023-01-06,Gucci Bag,Fashion,5,204036.84,1020184.2,Kano,USSD,Cancelled,2023,1,January,1
TXN000432,2023-01-06,Gucci Bag,Fashion,4,58300.85,233203.4,Kano,USSD,Cancelled,2023,1,January,1
TXN011192,2023-01-06,Rice Cooker,Home,2,74809.13,149618.26,Port Harcourt,Transfer,Pending,2023,1,January,1
TXN010359,2023-01-06,Skincare Set,Beauty,1,210187.99,210187.99,Enugu,USSD,Delivered,2023,1,January,1
TXN014511,2023-01-06,Cooking Pot,Home,3,264998.12,794994.36,Ibadan,Cash,Cancelled,2023,1,January,1
TXN008249,2023-01-06,Makeup Kit,Beauty,4,219632.3,878529.2,Port Harcourt,Cash,Cancelled,2023,1,January,1
TXN000942,2023-01-06,Cooking Pot,Home,5,186602.12,933010.6,Port Harcourt,USSD,Pending,2023,1,January,1
TXN011504,2023-01-06,LG TV,Electronics,5,282828.39,1414141.95,Lagos,Card,Cancelled,2023,1,January,1
TXN001637,2023-01-06,Table Lamp,Home,1,241506.41,241506.41,Abuja,Transfer,Pending,2023,1,January,1
TXN010103,2023-01-07,LG TV,Electronics,1,468291.93,468291.93,Abuja,USSD,Delivered,2023,1,January,1
TXN007771,2023-01-07,LG TV,Electronics,3,87430.39,262291.17,Kano,USSD,Cancelled,2023,1,January,1
TXN009858,2023-01-07,Rug,Home,3,428976.21,1286928.63,Ibadan,USSD,Cancelled,2023,1,January,1
TXN011618,2023-01-07,Table Lamp,Home,3,422874.44,1268623.32,Port Harcourt,USSD,Delivered,2023,1,January,1
TXN007616,2023-01-07,Blender,Home,1,146623.63,146623.63,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN010121,2023-01-07,Makeup Kit,Beauty,1,312005.1,312005.1,Lagos,Card,Cancelled,2023,1,January,1
TXN005257,2023-01-07,Table Lamp,Home,3,90946.47,272839.41,Enugu,Transfer,Delivered,2023,1,January,1
TXN008168,2023-01-07,HP Laptop,Electronics,2,247861.11,495722.22,Kano,Cash,Pending,2023,1,January,1
TXN019409,2023-01-07,Senator Outfit,Fashion,5,495877.56,2479387.8,Lagos,Transfer,Pending,2023,1,January,1
TXN000627,2023-01-07,Hair Extension,Beauty,2,60073.38,120146.76,Ibadan,Card,Pending,2023,1,January,1
TXN016846,2023-01-07,Gucci Bag,Fashion,4,110353.88,441415.52,Kano,Cash,Delivered,2023,1,January,1
TXN008039,2023-01-07,JBL Speaker,Electronics,1,345793.94,345793.94,Kano,USSD,Delivered,2023,1,January,1
TXN011350,2023-01-07,Ankara Dress,Fashion,2,422502.79,845005.58,Abuja,USSD,Pending,2023,1,January,1
TXN012564,2023-01-07,LG TV,Electronics,1,332800.94,332800.94,Port Harcourt,Transfer,Pending,2023,1,January,1
TXN003757,2023-01-07,Ankara Dress,Fashion,5,10317.95,51589.75,Kano,USSD,Delivered,2023,1,January,1
TXN000837,2023-01-07,Skincare Set,Beauty,2,375769.71,751539.42,Port Harcourt,USSD,Cancelled,2023,1,January,1
TXN015554,2023-01-07,Blender,Home,4,331948.18,1327792.72,Enugu,USSD,Cancelled,2023,1,January,1
TXN001073,2023-01-07,Blender,Home,4,138173.96,552695.84,Abuja,Transfer,Cancelled,2023,1,January,1
TXN019191,2023-01-07,Senator Outfit,Fashion,3,76944.02,230832.06,Enugu,USSD,Cancelled,2023,1,January,1
TXN010747,2023-01-07,Nike Sneakers,Fashion,1,367197.2,367197.2,Ibadan,USSD,Cancelled,2023,1,January,1
TXN000257,2023-01-07,Nail Polish,Beauty,2,87662.38,175324.76,Enugu,Card,Cancelled,2023,1,January,1
TXN011736,2023-01-07,Perfume,Beauty,1,479391.2,479391.2,Abuja,USSD,Delivered,2023,1,January,1
TXN002384,2023-01-07,LG TV,Electronics,1,472171.5,472171.5,Ibadan,Card,Pending,2023,1,January,1
TXN017000,2023-01-07,Samsung Galaxy,Electronics,3,83911.37,251734.11,Abuja,USSD,Delivered,2023,1,January,1
TXN013613,2023-01-07,JBL Speaker,Electronics,4,494455.71,1977822.84,Enugu,USSD,Cancelled,2023,1,January,1
TXN006392,2023-01-07,Wristwatch,Fashion,2,366698.03,733396.06,Kano,Cash,Cancelled,2023,1,January,1
TXN007732,2023-01-07,Nike Sneakers,Fashion,2,237362.97,474725.94,Ibadan,Cash,Pending,2023,1,January,1
TXN001487,2023-01-07,Rice Cooker,Home,3,206163.26,618489.78,Lagos,Card,Pending,2023,1,January,1
TXN017576,2023-01-07,Blender,Home,5,38226.1,191130.5,Ibadan,Card,Pending,2023,1,January,1
TXN005380,2023-01-07,Nike Sneakers,Fashion,5,397877.85,1989389.25,Ibadan,Cash,Pending,2023,1,January,1
TXN013632,2023-01-08,Senator Outfit,Fashion,2,420036.25,840072.5,Enugu,Card,Delivered,2023,1,January,1
TXN019853,2023-01-08,Hair Extension,Beauty,3,247882.2,743646.6,Ibadan,USSD,Cancelled,2023,1,January,1
TXN001353,2023-01-08,Skincare Set,Beauty,2,172875.42,345750.84,Port Harcourt,Transfer,Cancelled,2023,1,January,1
TXN016655,2023-01-08,Table Lamp,Home,4,79605.56,318422.24,Lagos,Transfer,Cancelled,2023,1,January,1
TXN017476,2023-01-08,Nail Polish,Beauty,2,161355.59,322711.18,Port Harcourt,Card,Pending,2023,1,January,1
TXN008836,2023-01-08,Wristwatch,Fashion,3,108945.74,326837.22,Abuja,Cash,Delivered,2023,1,January,1
TXN013400,2023-01-08,Table Lamp,Home,3,149769.68,449309.04,Ibadan,Cash,Delivered,2023,1,January,1
TXN009822,2023-01-08,Nail Polish,Beauty,2,177144.03,354288.06,Kano,Transfer,Pending,2023,1,January,1
TXN005563,2023-01-08,Cooking Pot,Home,4,220921.18,883684.72,Enugu,Card,Delivered,2023,1,January,1
TXN013755,2023-01-08,Nail Polish,Beauty,4,387404.2,1549616.8,Abuja,Cash,Cancelled,2023,1,January,1
TXN000686,2023-01-08,Skincare Set,Beauty,5,121440.74,607203.7,Abuja,Transfer,Pending,2023,1,January,1
TXN019500,2023-01-08,Nike Sneakers,Fashion,3,362827.94,1088483.82,Abuja,Cash,Cancelled,2023,1,January,1
TXN003410,2023-01-08,Senator Outfit,Fashion,1,60173.37,60173.37,Port Harcourt,Transfer,Delivered,2023,1,January,1
TXN019122,2023-01-08,HP Laptop,Electronics,5,20045.05,100225.25,Enugu,USSD,Pending,2023,1,January,1
TXN016451,2023-01-08,Rug,Home,2,70664.22,141328.44,Enugu,Cash,Delivered,2023,1,January,1
TXN007651,2023-01-08,Hair Extension,Beauty,1,13129.11,13129.11,Port Harcourt,Card,Pending,2023,1,January,1
TXN005229,2023-01-08,Hair Extension,Beauty,5,18547.75,92738.75,Abuja,Transfer,Cancelled,2023,1,January,1
TXN016248,2023-01-08,Senator Outfit,Fashion,3,481007.14,1443021.42,Kano,Cash,Cancelled,2023,1,January,1
TXN012110,2023-01-08,Samsung Galaxy,Electronics,3,76318.74,228956.22,Lagos,USSD,Pending,2023,1,January,1
TXN002054,2023-01-08,Perfume,Beauty,5,120123.85,600619.25,Lagos,Card,Cancelled,2023,1,January,1
TXN011097,2023-01-08,Cooking Pot,Home,2,108487.66,216975.32,Port Harcourt,USSD,Cancelled,2023,1,January,1
TXN003270,2023-01-08,LG TV,Electronics,3,269346.18,808038.54,Lagos,Cash,Pending,2023,1,January,1
TXN012788,2023-01-08,Rug,Home,2,119560.91,239121.82,Enugu,Card,Pending,2023,1,January,1
TXN000812,2023-01-08,Cooking Pot,Home,3,412521.42,1237564.26,Lagos,Transfer,Cancelled,2023,1,January,1
TXN002363,2023-01-08,Skincare Set,Beauty,2,78505.57,157011.14,Lagos,Cash,Pending,2023,1,January,1
TXN011941,2023-01-08,LG TV,Electronics,4,108600.24,434400.96,Enugu,Card,Cancelled,2023,1,January,1
TXN009816,2023-01-09,Makeup Kit,Beauty,2,212748.18,425496.36,Ibadan,Transfer,Cancelled,2023,1,January,1
TXN009180,2023-01-09,Ankara Dress,Fashion,3,114098.12,342294.36,Ibadan,Cash,Pending,2023,1,January,1
